"","nomes","cargo_funcao","fala"
"1378","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Senadora, eu tomei as decisões que eu podia tomar para enfrentar uma crise sem precedentes, como essa pandemia. Nó fizemos todos... "
"1379","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Quantos médicos o senhor tinha, junto com o senhor, nesse comitê de crise? "
"1380","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Senadora, eu tenho que ver... "
"1381","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","O senhor não sabe o número, o senhor não sabe o quanto o senhor recebeu... "
"1382","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Não, eu tenho que ver... "
"1383","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","O senhor não sabe quantos médicos lhe orientavam, o senhor não sabe quem tomava decisão no seu Estado? "
"1384","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Eram várias equipes que se reuniam dependendo do tema. "
"1385","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Várias equipes. Quantas equipes no comitê de crise? "
"1386","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Nós temos quatro comissões de especialistas que fariam isso. "
"1387","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Quantas pessoas? "
"1388","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Eu preciso ver o número. "
"1389","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Quantos médicos? "
"1390","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Eu não tenho, eu não tenho essa informação. Eu posso lhe passar as portarias depois. "
"1391","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Então vocês faziam uma assembleia para tomar uma decisão? Que tamanho é isso? "
"1392","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Nós ouvíamos os especialistas da área para poder tomar decisões. "
"1393","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Me dê um nome. "
"1394","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Especialistas, por exemplo, como o Dr. Bernardino, da Fundação de Vigilância em Saúde; o Dr. Marcos Guerra, o doutor... "
"1395","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Eles ajudavam o senhor, eles orientavam o senhor na parte de saúde para o senhor tomar as decisões na gestão da pandemia? "
"1396","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Depende da área. Se a área for administrativa, de gestão... Se for na área, evidentemente, de epidemiologia, nós tínhamos que ouvir a Fundação de Vigilância em Saúde. "
"1397","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Na estratégia de combate ao coronavírus, na estratégia de combate à pandemia, quem orientava o senhor? "
"1398","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Nós ouvíamos os especialistas e trabalhávamos em conjunto para isso. Um plano... "
"1399","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Mas o senhor não lembra quantos, quais? "
"1400","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Como eu falei para a senhora, existiam quatro comissões de especialistas. Eu posso trazer os nomes dos que nós estávamos ouvindo. "
"1401","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Para o combate à pandemia, para o combate ao coronavírus, quatro comissões de especialistas médicos... "
"1402","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Sim, em determinadas áreas. Existiam especialistas na área de fisioterapia, que nós montamos agora para a segunda onda, especialistas em epidemiologia... "
"1403","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Na estratégia. Na estratégia... "
"1404","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Na estratégia... "
"1405","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","... de combate. "
"1406","MARCELLUS JOSÉ BARROSO CAMPÊLO","",".... de combate para um plano de ação, as equipes de saúde, nós tínhamos o Secretário de Políticas em Saúde, o Secretário da Capital, o Secretário do Interior... "
"1407","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Então, o senhor não mandava sozinho. O senhor não tinha autonomia total. "
"1408","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Eu tomava a ação, mas evidentemente que eu, não sendo da área médica, preciso ouvir as pessoas da área médica, e isso eu reconheço. "
"1409","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Então, o senhor vai declinar esses nomes para a CPI, por favor. E aí nós sabemos também que no Hospital Dona Delphina... Como que é o nome da mãe do Senador Omar Aziz? "
"1410","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Delphina Aziz. "
"1411","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Delphina Aziz. Parece-me que dois – o senhor vai me dizer – andares estavam sem utilização, dois andares estavam subutilizados, e aí foi necessário alugar um novo hospital de campanha, é isso? "
"1412","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Isso foi antes da minha entrada... "
"1413","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","E aí fechou e depois teve que realugar? Como é que foi isso? "
"1414","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Não, não. Quando eu cheguei, já estava o aluguel da Nilton Lins executado. O que eu sei do histórico é que o Delphina Aziz tinha a capacidade de instalação, mas precisava de um tempo para poder fazer essa instalação. Como o Hospital Nilton Lins já estava montado e poderia ser alugado, o Governo do Amazonas preferiu fazer as duas coisas em paralelo, tanto que no mês de maio o Hospital Delphina Aziz já estava funcionando na sua totalidade. "
"1415","SORAYA THRONICKE","(Bloco Parlamentar PODEMOS/PSDB/PSL/PSL - MS)","Bom, eu lamento, mas agradeço, Senador Omar, e desejo ao povo de Manaus e ao povo brasileiro boa sorte. "
"1416","PRESIDENTE","(Omar Aziz. PSD - AM)","Obrigado, Senadora. Vou passar a palavra ao Senador Contarato e depois à Senadora Leila. Já iniciou a sessão do Senado. Vai ter votação daqui a pouco.         Eu vou pedir ao Senador Izalci que abra mão de falar hoje – ele é um parceiro que sempre está aqui – e, se o Senador amigo Kajuru quiser falar, eu vou abrir este espaço para o Senador Jorge Kajuru, logo após ouvir o Senador Contarato e a Senadora Leila, e aí o Kajuru. "
"1417","FABIANO CONTARATO","(Bloco Parlamentar Senado Independente/REDE - ES)","Obrigado, Sr. Presidente. "
"1418","PRESIDENTE","(Omar Aziz. PSD - AM)","Senador Telmário... Deixe-me ver aqui. Bota o Senador Telmário aqui na palavra, por favor. Bota o Senador Telmário.  Saiu o vídeo dele. Caiu? Ele que desligou? Senador Contarato, por favor. "
"1419","FABIANO CONTARATO","(Bloco Parlamentar Senado Independente/REDE - ES)","Obrigado, Sr. Presidente. "
"1420","TELMÁRIO MOTA","(Bloco Parlamentar da Resistência Democrática/PROS - RR. Por videoconferência.)","Oi, está me ouvindo, Presidente? Está me ouvindo? "
"1421","PRESIDENTE","(Omar Aziz. PSD - AM)","Estou ouvindo Senador Telmário. Pois não. "
"1422","TELMÁRIO MOTA","(Bloco Parlamentar da Resistência Democrática/PROS - RR. Para interpelar. Por videoconferência.)","Obrigado. Eu parei aqui o carro para poder falar. Primeiro, muito obrigado pela oportunidade. Quero cumprimentar o Secretário que está aí, o ex-Secretário. Eu vou direto, Presidente, ao assunto. Secretário, eu tenho dez perguntas rápidas para V. Sa. Primeira. O senhor diz que o Estado montou um plano de enfrentamento da pandemia, entre o fim de 2020 a 2021, e o número de casos de Covid-19 aumentou em um intervalo curto de tempo. O Estado preparou a rede, previu a ampliação da rede de assistência para atender os pacientes? Segunda pergunta. A situação da saúde no seu Estado rende manchetes em redes nacionais desde gestões anteriores à atual, da qual o senhor fez parte. O problema na saúde do Amazonas é um problema histórico? Foram feitos alguns investimentos para melhorar a qualidade da modernização e atendimento da população durante o período em que o senhor ficou à frente da pasta ou o senhor só administrou o que encontrou lá? O senhor fez alguma coisa ou só administrou o que já estava lá? Terceira pergunta. Mas houve aquisição de equipamento pelo Estado ou vocês apenas ficaram esperando a colaboração do Governo Federal e as doações da sociedade civil organizada? Quarta. O Amazonas é o maior Estado em dimensão territorial do País. Para ir da capital a alguns Municípios são necessários dias. Eu imagino que nem sempre dá para levar pacientes do interior para a capital quando ele precisa de um suporte à vida avançado. O que o senhor fez para tentar melhorar o atendimento de quem não está na capital? Quinta. Se o paciente precisar de se transferir com urgência para um leito de UTI, o Estado tem capacidade de atendimento? Sexta. Falando do interior, muitas prefeituras não têm estrutura. O Estado deu algum suporte para preparar os Municípios para receber a vacina, fazer essas vacinas chegarem nas cidades mais longínquas e chegar no braço da população? Sétima. O Estado enviou recursos especificamente aos Municípios do interior? Oitava. A saúde não é feita só de leitos, tem que ter insumos também. A rede estadual se preparou para não deixar faltar medicamentos e outros insumos? Nona. Hoje na sociedade existem os órgãos de controle como transparência. Os seus atos à frente da Secretaria de Saúde do Amazonas tiveram transparência e observaram a legalidade? Décima. Caso o Estado do Amazonas passe por uma terceira onda, ainda há risco de desabastecimento de oxigênio? Quais medidas o senhor adotou para que não ocorra novamente o que aconteceu em janeiro? São essas dez perguntas, Sr. Presidente, ao ex-Secretário.         "
"1423","MARCELLUS JOSÉ BARROSO CAMPÊLO","(Para depor.)","Obrigado, Senador. Nós, de fato, encontramos uma rede de saúde desestruturada no Estado do Amazonas, principalmente na reorganização ali na cidade de Manaus em relação à atenção primária. É uma rede com déficit de leitos, principalmente de UTIs, e nenhum leito no interior do Amazonas. Então, o que nós fizemos? Para a pandemia, nós trabalhamos na expansão de leitos, trabalhando os hospitais de referência. Nós saímos, na segunda fase, de um total de 130 leitos para 447 leitos de UTIs. Então, nós mais que triplicamos os leitos de UTIs no atendimento dessa fase. Sobre o histórico, realmente, o Amazonas tem um histórico de problemas na área de saúde – não é um problema de agora – com vários problemas crônicos, de décadas, que precisam ser reparados. Era isso que nós estávamos já executando o plano, e a Secretaria de Saúde tem um plano chamado Programa Saúde Amazonas para resolver esses problemas. Sobre aquisição de equipamentos, sim, nós adquirimos vários equipamentos para restruturação da rede. Estamos fazendo uma remodelação da rede – estávamos fazendo, eu era Secretário – com a aquisição de raios X digitais, tomógrafos, ressonâncias, etc., substituindo os equipamentos obsoletos que tem na rede. Para o interior, nós instalamos quase 300 UCIs, que são unidades de cuidados intermediários, para dar suporte aos pacientes nessas unidades. O interior tem um problema crônico: como eu falei, não existe uma UTI instalada no interior. E nós temos esse projeto para fazer até o final do ano... Sendo Parintins a primeira cidade que vai ter equipes e leitos de UTI no interior. Sobre interior e vacinas, sim, a Fundação de Vigilância em Saúde, que coordena o PNI no Estado, apoiou os Municípios com as redes de frio para poder armazenar vacina, também apoiando na logística de vacinação nas comunidades, principalmente as comunidades mais afastadas. A Casa Militar do Amazonas é que apoia nesse sentido para distribuir rapidamente as vacinas aos Municípios mais distantes. Para terem uma ideia, na primeira leva de vacinas, na primeira remessa, em menos de dois dias, todos os Municípios do Amazonas já tinham vacina, não obstante a área de 1,5 milhão de quilômetros quadrados. Sobre insumos, o Governo do Amazonas recebeu a Secretaria de Saúde com a capacidade, o estoque de insumos e medicamentos com 12% de taxa, e hoje está mais de 70%. A rede está abastecida tanto na capital quanto no interior. Sobre transparência, nós criamos a Secretaria Executiva de Controle Interno, que cuida exatamente desse processo de transparência. Nós criamos site de transparência... Nosso site de transparência específico para Covid, inclusive, foi considerado dos mais transparentes no Brasil. E nós consideramos que há, sim, risco de um novo recrudescimento. Um plano de contingência para a terceira onda, inclusive, foi entregue ao Ministro Queiroga, porque ele prevê, no caso de oxigênio, um plano específico para, dependendo do consumo, já adotar medidas de logística, porque a capacidade, como bem lembrou o Senador Omar, aumentou 8 mil metros cúbicos desse momento pra cá.         Num total da White Martins de 36 mil metros cúbicos, somadas as usinas de oxigênio instaladas, a nossa capacidade total hoje está em 66 mil metros cúbicos. Então, há um plano de instalar mais 30 usinas de oxigênio. Cinco já estão compradas, estão em via de instalação, e, as outras 25, em processo de licitação. É isso. "
"1424","PRESIDENTE","(Omar Aziz. PSD - AM)","Senador Fabiano Contarato. "
"1425","FABIANO CONTARATO","(Bloco Parlamentar Senado Independente/REDE - ES. Para interpelar.)","Obrigado, Sr. Presidente. Agradeço o comparecimento do convidado. Eu queria iniciar minha fala esclarecendo ao senhor que na saúde pública, como direito de todos e dever do Estado, a culpa do Estado não exclui a culpa do Governo Federal, porque isso é chamado culpa concorrente. Então, o senhor está aqui... E eu quero lembrar também que o senhor foi convocado pela base aliada do Presidente Jair Bolsonaro. Foram integrantes do Presidente Jair Bolsonaro que fizeram essa convocação, claro, aprovada pela CPI, mas que, quando o Governo Federal vê um aliado envolvido em alguma coisa, ele não quer vincular; ele fez isso com o Pazuello, com todos os generais que deixaram o Planalto, Santa Cruz, Rêgo Barros, inúmeros outros aliados, e também fez isso com o Governo do Amazonas, e está fazendo com o senhor. Então, por que ele faz isso? Porque ele age como se não tivesse responsabilidade pra tentar se eximir da sua responsabilidade, que é patente, porque quem tem legitimidade pra celebrar contratos é o Estado brasileiro, através do Presidente da República. Eu não tenho dúvida disso. Queria deixar claro para o senhor que, no dia 23 de dezembro de 2020, o Governo do Estado do Amazonas decretou o fechamento das atividades. Não é isso? Então, isso aconteceu no dia 23. "
"1426","MARCELLUS JOSÉ BARROSO CAMPÊLO","(Para depor.)","Sim. "
"1427","FABIANO CONTARATO","(Bloco Parlamentar Senado Independente/REDE - ES)","Exatamente no dia 27, após alguns protestos da população, ele voltou atrás e permitiu a reabertura. Não foi isso que aconteceu? "
"1428","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Exato. "
"1429","FABIANO CONTARATO","(Bloco Parlamentar Senado Independente/REDE - ES)","Então veja bem: dia 23, o senhor é Secretário de Estado de Saúde, o Governo entende que tem que determinar medida de restrição, fechando pra não proliferar o vírus, e, dia 27, quatro dias depois, ele volta atrás. Em 4 de janeiro, o Deputado Osmar Terra declarou que – aspas –: ""Embora noticiário alarmista, Manaus tem queda importante de óbitos desde junho, mostrando uma imunidade de rebanho em formação e se manteve assim até o último dia do ano"". Dez dias após essa declaração, a cidade entrou em colapso. Então, veja bem, V.Sa. informou que sua secretaria foi contrária à reabertura. Não é isso? O senhor foi contrário à reabertura das atividades. "
"1430","MARCELLUS JOSÉ BARROSO CAMPÊLO","","A recomendação da rede e da assistência da Fundação de Vigilância em Saúde era restrição, porque era a única medida que poderia dar uma trégua para a rede. "
"1431","FABIANO CONTARATO","(Bloco Parlamentar Senado Independente/REDE - ES)","Perfeito. Tá. O Governo Estadual utilizou alguma fundamentação técnica para a reabertura? Porque, veja bem, se no dia 23 o Governo fala: ""Olha, tem que decretar, é lockdown"" com o aval do senhor, como secretário, dia 27 ele volta atrás, dia 10 entra em colapso. Quero lembrar o senhor que, só no dia 14, faleceram 159 amazonenses. Isso foi o recorde. Então eu pergunto: o Governo do Estado utilizou alguma fundamentação técnica pra voltar atrás?         "
